id,date,tweet
741648660476383233,2016-06-11 15:09:54+00:00,"Fuel up like me! Try 2 scoops #RebuildStrength, bananas, strawberries &amp; milk. #Herbalife24 https://t.co/Ya16F8551d https://t.co/klds6U1m4h"
