id,date,tweet
887326136199507968,2017-07-18 15:00:11+00:00,Thrilled to be part of the family @tatelrestaurant @ZelaRestaurants. Best team @enriqueiglesias @paugasol @RafaelNadal &lt;3 https://t.co/PeoO9Skhgc
