id,date,tweet
933711759076073472,2017-11-23 15:00:05+00:00,Get ready for the weekend 🙌CR7 Mens &amp; Boys Collection available on https://t.co/rIL6OwV0rK @CR7limitless #BFCM #CR7Denim https://t.co/jUdkirJKzg
