id,date,tweet
889531197474394113,2017-07-24 17:02:18+00:00,Thank you China! I'm deeply moved by your passion for brilliance. See you next time. 再见 ⚽👋🏼🇨🇳 #Playfree #CR7LIVE https://t.co/ldClz8FzAP
