id,date,tweet
961212899384614912,2018-02-07 12:19:48+00:00,Me and my boy 💙 Rocking our @cr7limitless &amp; @cr7junior gear | https://t.co/rIL6OxcBQk #CR7Denim #CR7Jeans #CR7Squad https://t.co/wGuGCAP2mg
