id,date,tweet
708683251540480004,2016-03-12 15:57:08+00:00,"POWERING THROUGH THANKS TO #CLEARMEN @ https://t.co/uDo5FLBx0i #POWERHAIR #MADEFORMEN, WHAT’S BEHIND YOUR POWER?💪🏽⚽️ https://t.co/ZZF1vgdUT7"
