id,date,tweet
996709953749618688,2018-05-16 11:12:25+00:00,"Muito contente por anunciar o gesto do meu amigo @enriqueiglesias em doar 7⃣% das receitas do concerto em Lisboa,ao IPO.
#7solidario https://t.co/tmqGhNU5xC"
