id,date,tweet
1004316981217185792,2018-06-06 11:00:02+00:00,I’m bringing together some of the coolest heroes on the planet for my very own Super-Team. Stay tuned for @StrikerForce7! The game is on! @graphicindia &amp; VMS Communications https://t.co/owEPoxTTbV
