id,date,tweet
703247912575377408,2016-02-26 15:59:02+00:00,"Marca gol desde cualquier sitio 😎 
Mira a Miranchuk en Ep 4 Backed by Messi: https://t.co/A9ybkKHlAk #Messi15 https://t.co/ML6RbFKEvC"
