id,date,tweet
707974551662100480,2016-03-10 17:01:01+00:00,"2 months left &amp; 4 trophies to play for. Leo has his #Messi15 ready, do you? https://t.co/baPs2XpI0G #BeTheDifference https://t.co/rWpwMjW4fL"
