id,date,tweet
831420137303633920,2017-02-14 08:29:42+00:00,"It’s game time.⏱
Leo and the Backed by Messi players share their match-day mentality in Ep. 4: https://t.co/GLNXLiYIS2
#Messi16 #NeverFollow https://t.co/1DxxyTEfb7"
