id,date,tweet
679369964512522241,2015-12-22 18:36:36+00:00,"Leo - “I would play in the streets all day, I loved football as a kid” https://t.co/Bp6YEfeRdq #BeTheDifference https://t.co/hPUeLSu9GY"
