id,date,tweet
784770349003075584,2016-10-08 15:00:06+00:00,"Unique. Like Leo.

Introducing #Messi16 10/10 #LimitedCollection boots.

Only 💯 in the world 🌎 https://t.co/CfQ13h1Lkj"
