id,date,tweet
732624282677825538,2016-05-17 17:30:15+00:00,.@khiryshelton14 is grateful and ready to see what the future holds in ep 7 https://t.co/pjIw7byaNJ #BeTheDifference https://t.co/Rxqy63ohqG
